Date,Price,Open,High,Low,Volume,Chg%
03-12-2020,73.86,73.695,73.988,73.67,5.89K,0.14%
04-12-2020,73.757,73.865,73.865,73.647,4.18K,-0.14%
07-12-2020,73.76,73.805,73.977,73.69,4.61K,0.00%
08-12-2020,73.72,73.81,73.846,73.511,4.61K,-0.05%
09-12-2020,73.72,73.712,73.73,73.515,2.75K,0.00%
10-12-2020,73.74,73.73,73.782,73.625,2.50K,0.03%
11-12-2020,73.736,73.73,73.817,73.535,2.50K,-0.01%
14-12-2020,73.63,73.738,73.738,73.45,2.48K,-0.14%
15-12-2020,73.556,73.674,73.685,73.542,2.32K,-0.10%
16-12-2020,73.63,73.532,73.66,73.459,2.61K,0.10%
17-12-2020,73.52,73.6,73.635,73.372,2.82K,-0.15%
18-12-2020,73.57,73.53,73.588,73.475,2.16K,0.07%
21-12-2020,74.026,73.575,74.104,73.575,1.08K,0.62%
22-12-2020,73.851,73.94,73.95,73.802,1.29K,-0.24%
23-12-2020,73.77,73.905,73.905,73.654,1.26K,-0.11%
24-12-2020,73.54,73.8,73.84,73.506,1.00K,-0.31%
25-12-2020,73.558,73.558,73.558,73.558,0,0.02%
28-12-2020,73.546,73.558,73.613,73.457,0.63K,-0.02%
29-12-2020,73.39,73.545,73.545,73.313,1.90K,-0.21%
30-12-2020,73.127,73.37,73.398,73.135,4.04K,-0.36%
31-12-2020,73.036,73.195,73.243,72.951,4.13K,-0.12%
01-01-2021,73.12,73.1,73.128,73.022,0.48K,0.11%
04-01-2021,73.07,73.106,73.134,72.83,6.06K,-0.07%
05-01-2021,73.12,73.08,73.29,72.98,6.88K,0.07%
06-01-2021,73.118,73.168,73.229,73.046,6.05K,0.00%
07-01-2021,73.42,73.161,73.482,73.063,6.24K,0.41%
08-01-2021,73.33,73.455,73.509,73.201,6.82K,-0.12%
11-01-2021,73.455,73.45,73.6,73.357,11.06K,0.17%
12-01-2021,73.22,73.494,73.494,73.2,6.41K,-0.32%
13-01-2021,73.16,73.19,73.238,73.061,6.96K,-0.08%
14-01-2021,73.07,73.135,73.239,72.923,7.09K,-0.12%
15-01-2021,73.12,73.089,73.211,72.99,5.80K,0.07%
18-01-2021,73.181,73.15,73.333,73.136,6.11K,0.08%
19-01-2021,73.19,73.177,73.311,73.113,5.87K,0.01%
20-01-2021,72.91,73.192,73.205,72.896,6.61K,-0.38%
21-01-2021,72.96,72.916,73.061,72.894,6.07K,0.07%
22-01-2021,72.98,72.965,73.111,72.92,6.16K,0.03%
25-01-2021,72.96,72.977,73.026,72.878,6.14K,-0.03%
26-01-2021,72.91,72.958,73.144,72.854,5.36K,-0.07%
27-01-2021,73.06,72.92,73.101,72.785,12.52K,0.21%
28-01-2021,72.931,73.022,73.186,72.893,15.94K,-0.18%
29-01-2021,72.877,72.93,73.037,72.814,5.74K,-0.07%
01-02-2021,73.11,72.918,73.195,72.809,7.55K,0.32%
02-02-2021,72.899,73.03,73.104,72.897,7.00K,-0.29%
03-02-2021,72.81,72.95,73.018,72.81,6.35K,-0.12%
04-02-2021,72.95,72.823,73.003,72.823,5.86K,0.19%
05-02-2021,72.81,72.986,73.043,72.775,4.87K,-0.19%
08-02-2021,72.93,72.829,73.009,72.776,2.71K,0.16%
09-02-2021,72.854,72.93,72.962,72.826,2.95K,-0.10%
10-02-2021,72.79,72.865,72.903,72.775,2.70K,-0.09%
11-02-2021,72.7,72.815,72.895,72.665,2.06K,-0.12%
12-02-2021,72.58,72.706,72.83,72.56,1.89K,-0.17%
15-02-2021,72.618,72.613,72.7,72.513,3.26K,0.05%
16-02-2021,72.86,72.62,72.917,72.601,3.19K,0.33%
17-02-2021,72.815,72.915,72.97,72.725,3.81K,-0.06%
18-02-2021,72.58,72.837,72.837,72.537,3.17K,-0.32%
19-02-2021,72.55,72.585,72.732,72.418,2.40K,-0.04%
22-02-2021,72.44,72.575,72.601,72.285,1.98K,-0.15%
23-02-2021,72.38,72.465,72.564,72.308,2.08K,-0.08%
24-02-2021,72.38,72.382,72.47,72.263,2.15K,0.00%
25-02-2021,72.736,72.412,72.776,72.282,2.06K,0.49%
26-02-2021,73.92,72.975,74.06,72.946,1.91K,1.63%
01-03-2021,73.396,73.585,73.783,73.167,2.07K,-0.71%
02-03-2021,73.25,73.38,73.532,73.26,2.18K,-0.20%
03-03-2021,72.93,73.26,73.292,72.688,2.18K,-0.44%
04-03-2021,72.733,72.882,73.109,72.598,2.15K,-0.27%
05-03-2021,73.18,73.063,73.217,72.74,2.20K,0.61%
08-03-2021,73.35,73.21,73.417,72.927,4.94K,0.23%
09-03-2021,72.766,73.321,73.386,72.776,4.62K,-0.80%
10-03-2021,72.72,72.803,73.107,72.729,4.26K,-0.06%
11-03-2021,72.69,72.749,72.801,72.583,1.72K,-0.04%
12-03-2021,72.68,72.683,72.871,72.625,2.19K,-0.01%
15-03-2021,72.53,72.685,72.786,72.381,2.27K,-0.21%
16-03-2021,72.51,72.525,72.643,72.365,2.29K,-0.03%
17-03-2021,72.557,72.537,72.636,72.501,2.18K,0.06%
