Date,Price,Open,High,Low,Volume,Chg%
21-05-2021,72.817,73.022,73.09,72.756,2150,-0.26
20-05-2021,73.01,73.18,73.238,73.015,2230,-0.27
19-05-2021,73.21,73.139,73.257,72.931,2150,0.22
18-05-2021,73.05,73.219,73.271,72.956,2110,-0.38
17-05-2021,73.33,73.305,73.335,73.149,2010,0.05
14-05-2021,73.29,73.465,73.492,73.188,2180,-0.24
13-05-2021,73.47,73.629,73.654,73.475,950,-0.08
12-05-2021,73.53,73.38,73.544,73.368,2140,0.22
11-05-2021,73.37,73.5,73.546,73.281,4420,-0.11
10-05-2021,73.45,73.302,73.49,73.273,4710,0.27
07-05-2021,73.252,73.619,73.757,73.251,4050,-0.47
06-05-2021,73.6,73.812,74.011,73.595,4090,-0.27
05-05-2021,73.8,73.788,74.048,73.752,4070,0.05
04-05-2021,73.76,73.868,73.978,73.765,4500,-0.07
03-05-2021,73.81,74.279,74.332,73.82,3980,-0.32
30-04-2021,74.05,74.155,74.222,73.945,4840,-0.05
29-04-2021,74.09,74.22,74.293,73.953,5130,-0.54
28-04-2021,74.489,74.625,74.63,74.287,4630,-0.12
27-04-2021,74.58,74.79,74.839,74.505,4750,-0.2
26-04-2021,74.73,74.75,74.917,74.669,4550,-0.25
23-04-2021,74.92,75.123,75.126,74.755,2330,-0.25
22-04-2021,75.11,75.427,75.435,74.845,2230,-0.41
21-04-2021,75.421,75.356,75.57,75.3,1010,0.05
20-04-2021,75.38,74.687,75.461,74.507,2250,0.71
19-04-2021,74.85,74.575,75.055,74.567,2280,0.43
16-04-2021,74.53,74.707,74.854,74.287,2170,-0.25
15-04-2021,74.72,75.054,75.35,74.73,2230,-0.44
14-04-2021,75.05,75.177,75.251,75.054,950,-0.28
13-04-2021,75.26,75.029,75.546,74.965,970,0.37
12-04-2021,74.98,74.985,75.2,74.733,2300,0.35
09-04-2021,74.722,74.582,74.98,74.53,2390,0.2
08-04-2021,74.572,74.46,74.923,74.184,1800,0.3
07-04-2021,74.352,73.44,74.588,73.432,2470,1.18
06-04-2021,73.486,73.26,73.502,73.207,2110,0.26
05-04-2021,73.294,73.34,73.463,73.276,1610,-0.1
02-04-2021,73.37,73.3,73.4,73.255,2450,0.06
01-04-2021,73.323,73.169,73.453,73.155,950,0.25
31-03-2021,73.137,73.418,73.618,73.05,2040,-0.41
30-03-2021,73.44,72.742,73.631,72.727,2240,0.95
29-03-2021,72.748,72.526,72.768,72.481,750,0.19
26-03-2021,72.61,72.635,72.663,72.363,2520,-0.07
25-03-2021,72.66,72.605,72.725,72.558,3620,0.1
24-03-2021,72.59,72.57,72.726,72.503,4300,0.06
23-03-2021,72.55,72.395,72.555,72.268,4090,0.25
22-03-2021,72.37,72.469,72.528,72.305,2030,-0.04
19-03-2021,72.401,72.673,72.732,72.413,2430,-0.4
18-03-2021,72.69,72.362,72.724,72.32,2600,0.18
17-03-2021,72.557,72.537,72.636,72.501,2180,0.06
16-03-2021,72.51,72.525,72.643,72.365,2290,-0.03
15-03-2021,72.53,72.685,72.786,72.381,2270,-0.21
12-03-2021,72.68,72.683,72.871,72.625,2190,-0.01
11-03-2021,72.69,72.749,72.801,72.583,1720,-0.04
10-03-2021,72.72,72.803,73.107,72.729,4260,-0.06
09-03-2021,72.766,73.321,73.386,72.776,4620,-0.8
08-03-2021,73.35,73.21,73.417,72.927,4940,0.23
05-03-2021,73.18,73.063,73.217,72.74,2200,0.61
04-03-2021,72.733,72.882,73.109,72.598,2150,-0.27
03-03-2021,72.93,73.26,73.292,72.688,2180,-0.44
02-03-2021,73.25,73.38,73.532,73.26,2180,-0.2
01-03-2021,73.396,73.585,73.783,73.167,2070,-0.71
26-02-2021,73.92,72.975,74.06,72.946,1910,1.63
25-02-2021,72.736,72.412,72.776,72.282,2060,0.49
24-02-2021,72.38,72.382,72.47,72.263,2150,0
23-02-2021,72.38,72.465,72.564,72.308,2080,-0.08
22-02-2021,72.44,72.575,72.601,72.285,1980,-0.15
19-02-2021,72.55,72.585,72.732,72.418,2400,-0.04
18-02-2021,72.58,72.837,72.837,72.537,3170,-0.32
17-02-2021,72.815,72.915,72.97,72.725,3810,-0.06
16-02-2021,72.86,72.62,72.917,72.601,3190,0.33
15-02-2021,72.618,72.613,72.7,72.513,3260,0.05
12-02-2021,72.58,72.706,72.83,72.56,1890,-0.17
11-02-2021,72.7,72.815,72.895,72.665,2060,-0.12
10-02-2021,72.79,72.865,72.903,72.775,2700,-0.09
09-02-2021,72.854,72.93,72.962,72.826,2950,-0.1
08-02-2021,72.93,72.829,73.009,72.776,2710,0.16
05-02-2021,72.81,72.986,73.043,72.775,4870,-0.19
04-02-2021,72.95,72.823,73.003,72.823,5860,0.19
03-02-2021,72.81,72.95,73.018,72.81,6350,-0.12
02-02-2021,72.899,73.03,73.104,72.897,7000,-0.29
01-02-2021,73.11,72.918,73.195,72.809,7550,0.32
29-01-2021,72.877,72.93,73.037,72.814,5740,-0.07
28-01-2021,72.931,73.022,73.186,72.893,15940,-0.18
27-01-2021,73.06,72.92,73.101,72.785,12520,0.21
26-01-2021,72.91,72.958,73.144,72.854,5360,-0.07
25-01-2021,72.96,72.977,73.026,72.878,6140,-0.03
22-01-2021,72.98,72.965,73.111,72.92,6160,0.03
21-01-2021,72.96,72.916,73.061,72.894,6070,0.07
20-01-2021,72.91,73.192,73.205,72.896,6610,-0.38
19-01-2021,73.19,73.177,73.311,73.113,5870,0.01
18-01-2021,73.181,73.15,73.333,73.136,6110,0.08
15-01-2021,73.12,73.089,73.211,72.99,5800,0.07
14-01-2021,73.07,73.135,73.239,72.923,7090,-0.12
13-01-2021,73.16,73.19,73.238,73.061,6960,-0.08
12-01-2021,73.22,73.494,73.494,73.2,6410,-0.32
11-01-2021,73.455,73.45,73.6,73.357,11060,0.17
08-01-2021,73.33,73.455,73.509,73.201,6820,-0.12
07-01-2021,73.42,73.161,73.482,73.063,6240,0.41
06-01-2021,73.118,73.168,73.229,73.046,6050,0
05-01-2021,73.12,73.08,73.29,72.98,6880,0.07
04-01-2021,73.07,73.106,73.134,72.83,6060,-0.07
01-01-2021,73.12,73.1,73.128,73.022,480,0.11
31-12-2020,73.036,73.195,73.243,72.951,4130,-0.12
30-12-2020,73.127,73.37,73.398,73.135,4040,-0.36
29-12-2020,73.39,73.545,73.545,73.313,1900,-0.21
28-12-2020,73.546,73.558,73.613,73.457,630,-0.02
25-12-2020,73.558,73.558,73.558,73.558,0,0.02
24-12-2020,73.54,73.8,73.84,73.506,1000,-0.31
23-12-2020,73.77,73.905,73.905,73.654,1260,-0.11
22-12-2020,73.851,73.94,73.95,73.802,1290,-0.24
21-12-2020,74.026,73.575,74.104,73.575,1080,0.62
18-12-2020,73.57,73.53,73.588,73.475,2160,0.07
17-12-2020,73.52,73.6,73.635,73.372,2820,-0.15
16-12-2020,73.63,73.532,73.66,73.459,2610,0.1
15-12-2020,73.556,73.674,73.685,73.542,2320,-0.1
14-12-2020,73.63,73.738,73.738,73.45,2480,-0.14
11-12-2020,73.736,73.73,73.817,73.535,2500,-0.01
10-12-2020,73.74,73.73,73.782,73.625,2500,0.03
09-12-2020,73.72,73.712,73.73,73.515,2750,0
08-12-2020,73.72,73.81,73.846,73.511,4610,-0.05
07-12-2020,73.76,73.805,73.977,73.69,4610,0
04-12-2020,73.757,73.865,73.865,73.647,4180,-0.14
03-12-2020,73.86,73.695,73.988,73.67,5890,0.14
02-12-2020,73.76,73.5,73.836,73.402,5980,0.38
01-12-2020,73.482,74.025,74.025,73.445,6800,-0.69
30-11-2020,73.99,73.935,74.025,73.873,3730,0.08
27-11-2020,73.933,73.837,74.116,73.742,5440,0.14
26-11-2020,73.832,73.792,73.913,73.72,5350,0.09
25-11-2020,73.769,73.97,74.017,73.743,5270,-0.42
24-11-2020,74.078,74.244,74.244,73.869,5550,-0.23
23-11-2020,74.25,74.12,74.277,74.005,4880,0.19
20-11-2020,74.11,74.165,74.211,74.056,4560,0.01
19-11-2020,74.1,74.313,74.349,74.103,5370,-0.01
18-11-2020,74.11,74.475,74.53,74.058,6420,-0.48
17-11-2020,74.47,74.345,74.635,74.345,5770,0.13
16-11-2020,74.37,74.59,74.59,74.38,1920,-0.26
13-11-2020,74.561,74.662,74.725,74.464,5530,-0.16
12-11-2020,74.68,74.438,74.76,74.365,6090,0.32
11-11-2020,74.439,74.17,74.522,74.17,6190,0.21
10-11-2020,74.28,73.955,74.478,73.948,6830,0.34
09-11-2020,74.03,73.976,74.175,73.637,6500,0.08
06-11-2020,73.974,74.03,74.286,73.86,7500,0.09
05-11-2020,73.91,74.317,74.41,73.914,6770,-0.61
04-11-2020,74.365,74.598,75.015,74.337,7360,-0.33
03-11-2020,74.61,74.422,74.635,74.247,4570,0.15
02-11-2020,74.5,74.567,74.567,74.265,4320,-0.07
30-10-2020,74.554,74.32,74.712,74.24,2940,0.25
29-10-2020,74.37,74.23,74.533,73.938,6740,0.26
28-10-2020,74.18,73.729,74.271,73.647,5790,0.76
27-10-2020,73.622,73.938,74.021,73.599,4550,-0.46
26-10-2020,73.96,73.842,74.115,73.692,4160,0.18
23-10-2020,73.829,73.645,73.887,73.471,2870,0.23
22-10-2020,73.66,73.68,73.808,73.519,4650,0.1
21-10-2020,73.59,73.44,73.763,73.357,4320,0.2
20-10-2020,73.44,73.342,73.558,73.295,4580,0.12
19-10-2020,73.35,73.444,73.444,73.289,3200,-0.13
16-10-2020,73.442,73.407,73.451,73.255,4910,0.03
15-10-2020,73.42,73.295,73.52,73.204,5150,0.25
14-10-2020,73.24,73.395,73.466,73.193,5370,-0.22
13-10-2020,73.4,73.351,73.475,73.245,4090,0.05
12-10-2020,73.363,73.015,73.428,73.015,3960,0.48
09-10-2020,73.01,73.15,73.265,72.969,4220,-0.38
08-10-2020,73.29,73.33,73.381,73.185,5080,-0.05
07-10-2020,73.33,73.55,73.613,73.254,4810,-0.14
06-10-2020,73.434,73.093,73.518,73.093,3370,0.44
05-10-2020,73.11,73.295,73.481,73.07,3390,-0.25
02-10-2020,73.29,73.239,73.45,73.239,170,0.13
01-10-2020,73.193,73.595,73.61,73.021,3980,-0.5
30-09-2020,73.56,73.817,73.865,73.522,3860,-0.26
29-09-2020,73.75,73.785,73.918,73.716,3480,0
28-09-2020,73.75,73.685,73.862,73.526,5660,0.11
25-09-2020,73.67,73.735,73.788,73.566,2960,-0.31
24-09-2020,73.9,73.835,74.055,73.765,3900,0.45
23-09-2020,73.57,73.503,73.635,73.43,1880,0.08
22-09-2020,73.51,73.575,73.645,73.385,3360,-0.08
21-09-2020,73.57,73.535,73.649,73.26,3600,0.04
18-09-2020,73.538,73.475,73.613,73.144,4470,-0.08
17-09-2020,73.6,73.715,73.784,73.581,3840,0.1
16-09-2020,73.53,73.595,73.779,73.465,4400,-0.1
15-09-2020,73.6,73.395,73.735,73.312,4290,0.31
14-09-2020,73.37,73.48,73.605,73.265,1140,-0.08
11-09-2020,73.43,73.535,73.628,73.405,5870,0
10-09-2020,73.43,73.462,73.508,73.155,7660,0.18
09-09-2020,73.3,73.787,73.832,73.31,7930,-0.6
08-09-2020,73.74,73.63,73.974,73.385,8430,0.4
07-09-2020,73.444,73.291,73.508,73.027,7290,0.21
04-09-2020,73.289,73.48,73.505,73.006,7230,-0.14
03-09-2020,73.389,73.225,73.57,73.151,6890,0.17
02-09-2020,73.268,73.143,73.32,72.893,7790,0.36
01-09-2020,73.002,73.215,73.225,72.753,6380,-0.34
31-08-2020,73.254,73.115,73.702,73.05,4530,0.19
28-08-2020,73.114,73.827,73.878,73.116,6660,-1.06
27-08-2020,73.894,74.29,74.37,73.782,4040,-0.44
26-08-2020,74.217,74.225,74.459,74.193,6880,0.02
25-08-2020,74.202,74.1,74.517,74.07,6790,0.05
24-08-2020,74.168,74.922,74.922,73.962,4900,-1
21-08-2020,74.92,74.98,75.005,74.82,3160,-0.12
20-08-2020,75.012,74.973,75.132,74.935,3700,0.22
19-08-2020,74.846,74.655,74.935,74.628,3520,0.37
18-08-2020,74.57,74.74,74.886,74.575,3220,-0.23
17-08-2020,74.743,74.903,74.921,74.715,3090,-0.17
14-08-2020,74.874,74.89,74.978,74.734,3210,0.08
13-08-2020,74.811,74.775,74.933,74.769,2870,0.03
12-08-2020,74.79,74.615,74.935,74.615,3340,0.24
11-08-2020,74.61,74.855,74.887,74.522,3190,-0.35
10-08-2020,74.87,75.025,75.025,74.857,1030,-0.19
07-08-2020,75.012,75.073,75.112,74.891,5550,0.16
06-08-2020,74.89,74.875,75.017,74.777,5710,0.13
05-08-2020,74.796,74.982,75.03,74.763,6170,-0.35
04-08-2020,75.06,75.165,75.214,74.962,3640,-0.16
03-08-2020,75.18,74.918,75.314,74.863,4960,0.35
31-07-2020,74.916,74.75,74.939,74.685,5490,0.05
30-07-2020,74.875,74.83,74.967,74.795,5590,-0.06
29-07-2020,74.923,74.87,74.949,74.676,6580,0.02
28-07-2020,74.907,74.785,74.943,74.707,6410,0.16
27-07-2020,74.79,74.76,74.902,74.665,4720,0.05
24-07-2020,74.75,74.908,74.985,74.697,6190,-0.08
23-07-2020,74.81,74.625,74.961,74.6,5880,0.28
22-07-2020,74.6,74.543,74.872,74.509,4200,0.09
21-07-2020,74.53,74.725,74.875,74.516,6010,-0.28
20-07-2020,74.74,74.898,75.033,74.735,5890,-0.19
17-07-2020,74.884,75.2,75.255,74.897,5940,-0.38
16-07-2020,75.17,75.115,75.295,75.107,5250,0.07
15-07-2020,75.12,75.325,75.38,75.05,7090,-0.34
14-07-2020,75.378,75.275,75.535,75.268,6850,0.25
13-07-2020,75.187,75.195,75.237,75.082,5960,0
10-07-2020,75.19,75.165,75.34,75.141,4640,0.07
09-07-2020,75.14,74.935,75.166,74.902,6150,0.27
08-07-2020,74.94,74.835,75.084,74.825,5110,0.17
07-07-2020,74.81,74.645,74.979,74.635,5590,0.23
06-07-2020,74.635,74.639,74.83,74.485,6100,0
03-07-2020,74.636,74.597,75.027,74.567,3910,-0.15
02-07-2020,74.75,75.46,75.54,74.646,5400,-0.98
01-07-2020,75.49,75.51,75.629,75.466,4350,-0.07
30-06-2020,75.545,75.523,75.628,75.425,5840,0.05
29-06-2020,75.51,75.628,75.66,75.458,5430,-0.15
26-06-2020,75.62,75.58,75.688,75.435,4430,0.04
25-06-2020,75.587,75.717,75.782,75.503,5960,-0.1
24-06-2020,75.665,75.486,75.78,75.486,6660,0.21
23-06-2020,75.503,75.802,75.916,75.455,6080,-0.38
22-06-2020,75.79,76.268,76.303,75.723,6510,-0.62
19-06-2020,76.26,76.349,76.373,76.093,6080,-0.18
18-06-2020,76.4,76.263,76.4,76.046,7120,0.14
17-06-2020,76.29,76.268,76.37,76.082,7240,0.05
16-06-2020,76.25,75.865,76.311,75.78,7750,0.36
15-06-2020,75.979,76.073,76.19,75.936,6950,-0.09
12-06-2020,76.05,75.992,76.26,75.772,7540,0.1
11-06-2020,75.971,75.672,75.971,75.579,5780,0.44
10-06-2020,75.635,75.532,75.676,75.419,5340,0.17
09-06-2020,75.505,75.458,75.702,75.423,6940,0.14
08-06-2020,75.4,75.578,75.685,75.4,5430,-0.21
05-06-2020,75.56,75.432,75.725,75.325,5180,0.13
04-06-2020,75.459,75.373,75.66,75.355,4880,0.18
03-06-2020,75.325,75.063,75.555,75.02,5410,0.3
02-06-2020,75.1,75.553,75.628,74.97,6130,-0.54
01-06-2020,75.505,75.473,75.773,75.275,5280,-0.13
29-05-2020,75.605,75.705,75.755,75.448,4310,-0.07
28-05-2020,75.66,75.812,75.91,75.632,5410,-0.34
27-05-2020,75.92,75.565,75.988,75.538,4510,0.61
26-05-2020,75.459,75.868,75.88,75.412,1830,-0.56
25-05-2020,75.887,75.951,76.11,75.855,310,-0.08
22-05-2020,75.95,75.663,76.018,75.633,4410,0.44
21-05-2020,75.62,75.54,75.833,75.386,3450,0.09
20-05-2020,75.555,75.705,75.865,75.453,4510,-0.12
19-05-2020,75.645,75.605,75.795,75.552,3770,-0.07
18-05-2020,75.7,75.838,76.07,75.639,3180,-0.17
15-05-2020,75.83,75.521,75.95,75.416,3560,0.44
14-05-2020,75.495,75.454,75.712,75.335,4380,0.17
13-05-2020,75.365,75.278,75.51,75.045,3710,0.4
12-05-2020,75.062,75.971,75.993,75.049,4050,-1.09
11-05-2020,75.888,75.561,75.948,75.476,5780,0.47
08-05-2020,75.535,75.611,75.665,75.285,3320,-0.34
07-05-2020,75.794,76.099,76.152,75.78,480,-0.41
06-05-2020,76.105,75.828,76.111,75.653,3510,0.52
05-05-2020,75.71,75.65,75.87,75.489,3750,0.09
04-05-2020,75.64,75.758,75.82,75.581,3440,-0.14
01-05-2020,75.749,75.32,75.805,75.294,540,0.89
30-04-2020,75.08,75.405,75.43,74.91,3690,-0.5
29-04-2020,75.455,76.063,76.11,75.455,3280,-0.8
28-04-2020,76.065,76.127,76.45,75.815,2520,-0.22
27-04-2020,76.229,76.27,76.347,76.019,2450,-0.05
24-04-2020,76.27,75.825,76.488,75.825,2770,0.49
23-04-2020,75.895,76.468,76.468,75.826,2860,-0.67
22-04-2020,76.41,76.938,77.018,76.41,830,-0.73
21-04-2020,76.975,76.585,77.006,76.585,930,0.52
20-04-2020,76.575,76.553,76.68,76.283,830,0.03
17-04-2020,76.55,76.829,76.829,76.238,2480,-0.33
16-04-2020,76.805,76.638,76.927,76.563,2430,0.31
15-04-2020,76.564,76.038,76.654,75.936,2780,0.72
14-04-2020,76.015,76.321,76.376,76.015,320,-0.31
13-04-2020,76.249,75.881,76.449,75.881,1960,0.49
10-04-2020,75.879,75.903,75.937,75.849,80,-0.55
09-04-2020,76.3,76.103,76.555,76.019,2320,0.47
08-04-2020,75.945,75.638,76.405,75.638,1770,0.4
07-04-2020,75.645,75.988,76.008,75.543,1990,-0.43
06-04-2020,75.975,76.253,76.268,75.902,100,-0.35
03-04-2020,76.24,75.954,76.304,75.764,2650,-0.21
02-04-2020,76.4,76.387,76.431,76.346,80,-0.01
01-04-2020,76.404,75.315,76.422,75.315,50,1.41
31-03-2020,75.343,75.53,75.685,75.28,2060,-0.09
30-03-2020,75.41,75.14,75.67,75.093,1860,-0.08
27-03-2020,75.472,74.603,75.528,74.353,360,0.78
26-03-2020,74.889,75.864,75.954,74.889,2330,-1.95
25-03-2020,76.375,76.375,76.375,76.375,0,-0.01
24-03-2020,76.379,76.079,76.386,75.95,2040,0.06
23-03-2020,76.335,75.38,76.335,75.38,2390,1.24
20-03-2020,75.399,74.804,75.399,74.704,4980,0.82
19-03-2020,74.786,74.855,75.311,74.667,4710,0.32
18-03-2020,74.55,73.974,74.55,73.924,5630,0.66
17-03-2020,74.062,74.072,74.315,73.858,5210,0.08
16-03-2020,74.003,74.006,74.359,73.999,4320,0.22
13-03-2020,73.84,74.561,74.561,73.732,5260,-0.99
12-03-2020,74.576,74.134,74.579,74.074,5860,1.21
11-03-2020,73.682,73.792,74.015,73.532,6530,-0.63
10-03-2020,74.15,74.248,74.248,74.15,10,-0.06
09-03-2020,74.196,73.975,74.254,73.85,6070,0.26
06-03-2020,74.004,73.873,74.073,73.529,1470,0.68
05-03-2020,73.506,73.518,73.565,73.044,1920,-0.05
04-03-2020,73.54,73.06,73.64,72.91,7570,0.67
03-03-2020,73.05,72.48,73.397,72.44,6740,0.23
02-03-2020,72.882,72.52,72.954,72.028,6080,0.47
28-02-2020,72.539,71.755,72.574,71.755,6590,1.23
27-02-2020,71.655,71.645,71.704,71.545,5350,0.1
26-02-2020,71.58,71.833,71.873,71.532,5630,-0.33
25-02-2020,71.82,71.87,71.92,71.611,4830,-0.16
24-02-2020,71.935,71.915,72.015,71.775,4460,0.08
21-02-2020,71.88,71.665,72.056,71.665,160,0.28
20-02-2020,71.68,71.735,71.82,71.53,4760,0.11
19-02-2020,71.6,71.573,71.6,71.452,290,0.02
18-02-2020,71.585,71.415,71.611,71.375,4960,0.34
17-02-2020,71.34,71.43,71.507,71.26,5360,-0.26
14-02-2020,71.529,71.294,71.597,71.272,6800,0.28
13-02-2020,71.33,71.36,71.511,71.254,4530,0.03
12-02-2020,71.306,71.211,71.391,71.211,5720,0.03
11-02-2020,71.285,71.235,71.33,71.179,6170,-0.01
10-02-2020,71.29,71.4,71.457,71.285,8310,-0.31
07-02-2020,71.515,71.26,71.538,71.213,6210,0.41
06-02-2020,71.225,71.181,71.3,71.107,6370,0.05
05-02-2020,71.19,71.11,71.3,71.11,4240,0.11
04-02-2020,71.115,71.215,71.298,71.09,6650,-0.29
03-02-2020,71.324,71.523,71.653,71.268,7480,-0.32
31-01-2020,71.555,71.575,71.578,71.294,8250,0.01
30-01-2020,71.55,71.42,71.66,71.39,3410,0.34
29-01-2020,71.31,71.24,71.411,71.165,7100,0.15
28-01-2020,71.2,71.432,71.432,71.2,6620,-0.35
27-01-2020,71.45,71.475,71.52,71.373,5000,0.17
24-01-2020,71.33,71.34,71.371,71.22,3390,-0.1
23-01-2020,71.4,71.19,71.465,71.169,6190,0.45
22-01-2020,71.08,71.18,71.265,71.076,5630,-0.13
21-01-2020,71.17,71.19,71.25,71.121,3970,0.18
20-01-2020,71.04,71.07,71.16,71.01,5070,-0.05
17-01-2020,71.079,70.953,71.099,70.933,6690,0.14
16-01-2020,70.978,70.775,71.007,70.775,6300,0.36
15-01-2020,70.72,71,71.023,70.682,5320,-0.18
14-01-2020,70.85,70.72,70.975,70.72,6810,0.2
13-01-2020,70.71,70.805,70.945,70.71,6160,-0.35
10-01-2020,70.96,71.24,71.26,70.848,7390,-0.35
09-01-2020,71.21,71.51,71.544,71.134,7000,-0.42
08-01-2020,71.51,71.954,72.114,71.466,7400,-0.47
07-01-2020,71.845,71.765,71.923,71.67,6690,-0.03
06-01-2020,71.867,72.011,72.123,71.834,7440,0.14
03-01-2020,71.77,71.61,71.844,71.52,7490,0.59
02-01-2020,71.35,71.235,71.408,71.235,4630,0.17
01-01-2020,71.227,71.365,71.377,71.225,1160,-0.18
